id,mrn_id,product_name,category,product_type,country,color,height,width,length,weight,uom,cft,purchase_amount_per_uom,purchase_amount_per_uom_in_vendor_currency,amount_in_vendor_currency,amount,total_expense,total_amount,barcode,status,po_number,po_product_id,total_quantity,created_by,created_date,last_modified_by,last_modified_date,branch_id,org_id,maker_id,checker_id,entity_name,handler_name,checkers_approved_count,revision,active,entity_id,product_code,country_code,color_code,container_no,customs_duty,clearing_charges,ocean_fright,transportation_charges,container_damage_charges,other_charges,block_number,hsn_code,total_purchase_account_amount,sgst_amount,cgst_amount,igst_amount,total_raw_material_amount_without_tax,po_number_from_mrn,vendor_name,broker_name,vendor_currency,port_of_shipment,country_of_shipment,port_of_discharge,mrn_created_date,currency,volume,density,area,weight_x_vendor_price,price_per_cft,purchase_month,purchase_quarter,predicted_landed_cost,actual_landed_cost,residual,absolute_residual,residual_pct,is_cost_anomaly
392,185,red teracota,,,turkey,exotic,190.0,160.0,225.0,19.1,SQF,6.84,12892.5,150.0,2865.0,246246.76,,480328.28,RRM 112/RED TERA/EXT,INITIATED,,258,0.0,,2026-01-06 12:35:48.698052,,2026-01-13 15:44:50.021838,,,,,,,0,1,False,,RED TERA,,EXT,MSNU2066877,206041.01,14303.01,,13737.5,,,RRM 112,6802,,,,,246246.76,33.0,happy moon stone,raiyan,usd,gemlik,turkey,tuticorin,2026-01-06 12:35:48.672282,USD,6840000.0,2.792397660818714e-06,36000.0,2865.0,21.92982456140351,1,1,483132.46028870856,480328.28,-2804.180288708536,2804.180288708536,0.005804164528777106,0
143,9,grey & pink,,,turkey,beige,140.0,80.0,230.0,6.94,ton,2.58,12974.57,150.0,1041.0,90043.53,,225381.67,RRM 181/GRE-PINK/TR/BGE,INITIATED,,98,0.0,,2025-07-16 09:43:40.229186,,2025-07-16 15:07:12.846766,,,,,,,0,1,False,,GRE-PINK,TR,BGE,MSNU2492960,74534.07,5758.15,43653.02,4924.5,,6468.4,RRM 181,6802,,,,,90043.53,6.0,mi stone madencilik sanayi ve tic ltd sti,unknown,usd,gemlik,turkey,tuticorin,2025-07-16 09:43:40.206804,USD,2576000.0,2.6940993788819877e-06,18400.0,1041.0,58.13953488372093,7,3,222589.67436672348,225381.67,2791.9956332765287,2791.9956332765287,0.01254323966832634,0
136,8,silver grey,,,turkey,grey,185.0,105.0,227.0,12.4,ton,4.41,12847.5,150.0,1860.0,159309.0,,382163.19,RRM 30/SIL-GRE/TR/GRY,INITIATED,,91,0.0,,2025-07-16 09:38:09.689597,,2025-07-16 12:24:45.911527,,,,,,,0,1,False,,SIL-GRE,TR,GRY,MSMU2839968,127942.1,9129.96,68251.56,8855.0,,8675.57,RRM 30,6802,,,,,159309.0,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,4409475.0,2.8121261601437815e-06,23835.0,1860.0,34.01360544217687,7,3,379379.9311475707,382163.19,2783.2588524292805,2783.2588524292805,0.0073363365426587415,0
315,56,bresia arora,,,italy,beige,180.0,180.0,300.0,27.9,ton,9.72,17140.25,185.0,5161.5,478212.98,,1011103.47,RRM 226/BRE-ARO/IT/BGE,INITIATED,,183,0.0,,2025-08-06 09:39:40.986178,,2025-08-10 11:10:48.825223,,,,,,,0,1,False,,BRE-ARO,IT,BGE,MSMU2259173,339767.94,19879.71,138480.27,15346.8,,19415.77,RRM 226,6802,,,,,478212.98,27.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-06 09:39:40.983105,EUR,9720000.0,2.87037037037037e-06,54000.0,5161.5,19.032921810699587,8,3,1008334.9041530404,1011103.47,2768.5658469595946,2768.5658469595946,0.002745680860155362,0
504,189,rgth2,,,turkey,exotic,125.0,135.0,280.0,13.71,SQF,4.73,17032.59,200.0,2742.0,233516.78,,399525.59,RRM 298B/RGTH/EXT,INITIATED,,377,0.0,,2026-01-07 09:57:02.083744,,2026-01-13 15:01:03.766528,,,,,,,0,1,False,,RGTH,,EXT,FCIU4041522,133794.33,22050.48,,10164.0,,,RRM 298B,6802,,,,,233516.78,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,4725000.0,2.9015873015873016e-06,37800.0,2742.0,42.28329809725158,1,1,402287.7870107566,399525.59,-2762.1970107565867,2762.1970107565867,0.006866221396581273,0
387,184,red chicken,,,spain,exotic,180.0,150.0,200.0,15.04,SQF,5.4,13585.43,150.0,2256.0,204324.88,,389996.73,RRM 243/RED CHICK/EXT,INITIATED,,253,0.0,,2026-01-06 12:04:14.430352,,2026-01-13 15:39:00.943125,,,,,,,0,1,False,,RED CHICK,,EXT,MEDU589367-6,164583.34,10919.26,,10169.25,,,RRM 243,6802,,,,,204324.88,32.0,marcosan sa,hasnain,eur,valencia,spain,tuticorin,2026-01-06 12:04:14.410821,EUR,5400000.0,2.785185185185185e-06,30000.0,2256.0,27.777777777777775,1,1,392704.9813708013,389996.73,-2708.2513708012993,2708.2513708012993,0.006896401877428962,0
398,185,crema nova pink,,,turkey,beige,140.0,130.0,260.0,12.1,SQF,4.73,12892.5,150.0,1815.0,155999.26,,304280.9,RRM 118/CRENOV PIN/BGE,INITIATED,,264,0.0,,2026-01-06 12:35:48.713808,,2026-01-13 15:44:50.025254,,,,,,,0,1,False,,CRENOV PIN,,BGE,TGBU3055173,130528.6,9055.54,,8697.5,,,RRM 118,6802,,,,,155999.26,33.0,happy moon stone,raiyan,usd,gemlik,turkey,tuticorin,2026-01-06 12:35:48.672282,USD,4732000.0,2.5570583262890956e-06,33800.0,1815.0,31.712473572938688,1,1,301578.78737470414,304280.9,2702.1126252958784,2702.1126252958784,0.008959889549322217,0
565,195,hms 3opc,,,turkey,exotic,200.0,170.0,270.0,24.82,SQF,9.18,15457.09,170.0,4219.4,383644.87,,1131873.04,RRM 394/HMS3OPC/EXT,INITIATED,,452,0.0,,2026-01-07 14:05:33.250661,,2026-01-13 12:02:25.912986,,,,,,,0,1,False,,HMS3OPC,,EXT,HLXU1013576,216224.51,46422.62,75728.39,13798.4,,396054.25,RRM 394,6802,,,,,383644.87,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,9180000.0,2.7037037037037036e-06,45900.0,4219.4,18.51851851851852,1,1,1134531.4089053688,1131873.04,-2658.3689053687267,2658.3689053687267,0.0023431426265524053,0
197,19,onyx,,,turkey,onyx,153.0,195.0,309.0,24.74,ton,9.22,17698.0,200.0,4948.0,437848.52,,730809.13,RRM 315/ONY/TR/ONY,INITIATED,,152,0.0,,2025-07-17 15:45:46.574090,,2025-07-18 13:04:41.965555,,,,,,,0,1,False,,ONY,TR,ONY,HPCU2430813,246261.61,13618.0,,14000.0,,19081.0,RRM 315,6802,,,,,437848.52,16.0,i bat trading fzco,unknown,usd,jebel ali,turkey,tuticorin,2025-07-17 15:45:46.572551,USD,9219015.0,2.683583875283856e-06,60255.0,4948.0,21.691973969631235,7,3,733464.8414472068,730809.13,-2655.7114472067915,2655.7114472067915,0.003620775389815251,0
73,5,rosalia,,,turkey,exotic,200.0,180.0,290.0,23.74,ton,10.44,13312.5,150.0,3561.0,316038.75,,771134.43,RRM 125/ROS-ALIA/TR/EXT,INITIATED,,28,0.0,,2025-07-14 15:17:17.019301,,2025-07-16 09:03:13.130314,,,,,,,0,1,False,,ROS-ALIA,TR,EXT,MSMDU1230570,257412.19,18558.92,148970.26,13461.0,,16693.31,RRM 125,6802,,,,,316038.75,2.0,happy moon stone,unknown,usd,gemlik,turkey,tuticorin,2025-07-14 15:17:16.970845,USD,10440000.0,2.2739463601532566e-06,52200.0,3560.9999999999995,14.367816091954024,7,3,773776.2002903952,771134.43,-2641.7702903951285,2641.7702903951285,0.003414127094376491,0
480,189,rgth2,,,turkey,exotic,195.0,170.0,250.0,20.9,SQF,8.29,17032.59,200.0,4180.0,355981.09,,609062.24,RRM 285/RGTH/EXT,INITIATED,,353,0.0,,2026-01-07 09:57:02.041056,,2026-01-13 15:01:03.767367,,,,,,,0,1,False,,RGTH,,EXT,FCIU3631859,203960.72,33622.43,,15498.0,,,RRM 285,6802,,,,,355981.09,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,8287500.0,2.5218702865761687e-06,42500.0,4180.0,24.12545235223161,1,1,606437.0150942063,609062.24,2625.2249057936715,2625.2249057936715,0.004328932503214466,0
463,187,vera beige,,,turkey,exotic,160.0,110.0,250.0,11.62,SQF,4.4,13272.0,150.0,1743.0,154220.64,,278807.33,RRM 109/VERABEIGE/EXT,INITIATED,,336,0.0,,2026-01-06 17:46:50.256183,,2026-01-06 17:46:50.256183,,,,,,,0,1,False,,VERABEIGE,,EXT,MEDU6135644,124586.69,,,,,,RRM 109,6802,,,,,154220.64,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,4400000.0,2.6409090909090905e-06,27500.0,1742.9999999999998,34.090909090909086,1,1,281427.4121990697,278807.33,-2620.0821990696713,2620.0821990696713,0.009309975096584896,0
566,195,hms 3opc,,,turkey,exotic,200.0,145.0,320.0,23.15,SQF,9.28,15457.09,170.0,3935.5,357831.54,,1055238.19,RRM 378/HMS3OPC/EXT,INITIATED,,453,0.0,,2026-01-07 14:05:33.252424,,2026-01-13 12:02:25.913607,,,,,,,0,1,False,,HMS3OPC,,EXT,HLBU2313729,201675.97,43257.44,70565.09,12857.6,,369050.55,RRM 378,6802,,,,,357831.54,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,9280000.0,2.494612068965517e-06,46400.0,3935.4999999999995,18.31896551724138,1,1,1052711.793236816,1055238.19,2526.396763183875,2526.396763183875,0.0023998940445189272,0
110,7,neyriz,,,turkey,white,145.0,175.0,260.0,17.8,ton,6.6,17157.24,200.0,3560.0,305398.91,,517585.82,RRM 207/NEY/TR/WHT,INITIATED,,65,0.0,,2025-07-15 09:38:45.273873,,2025-07-16 11:47:14.410137,,,,,,,0,1,False,,NEY,TR,WHT,CLSU2119566,175139.55,24615.36,,12432.0,,,RRM 207,6802,,,,,305398.91,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,6597500.0,2.6979916635089048e-06,45500.0,3560.0,30.303030303030305,7,3,520098.7278005349,517585.82,-2512.9078005349147,2512.9078005349147,0.004831597668315485,0
416,186,lucia,,,unknown,beige,165.0,210.0,295.0,25.95,SQF,10.22,13020.08,150.0,3892.5,337871.0,,654656.94,RRM 138/LUCIA/BGE,INITIATED,,281,0.0,,2026-01-06 16:56:38.125621,,2026-01-13 15:53:23.874039,,,,,,,0,1,False,,LUCIA,,BGE,MSDU209709-7,280120.72,18577.22,,18088.0,,,RRM 138,6802,,,,,337871.0,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,10221750.0,2.5387042336194876e-06,61950.0,3892.5,14.677103718199607,1,1,652144.3196950366,654656.94,2512.6203049633186,2512.6203049633186,0.0038528592967555088,0
568,195,hms 3opc,,,turkey,exotic,180.0,115.0,320.0,18.7,SQF,6.62,15457.09,170.0,3179.0,289047.5,,852686.4,RRM 401/HMS3OPC/EXT,INITIATED,,431,0.0,,2026-01-07 14:05:33.255432,,2026-01-13 12:02:25.914914,,,,,,,0,1,False,,HMS3OPC,,EXT,FCIU6488470,162908.88,34967.69,57042.16,10393.6,,298326.57,RRM 401,6802,,,,,289047.5,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,6624000.0,2.8230676328502415e-06,36800.0,3179.0,25.679758308157098,1,1,850199.2787402683,852686.4,2487.1212597317062,2487.1212597317062,0.0029253391786180395,0
83,6,mango,,,turkey,onyx,195.0,155.0,320.0,26.5,ton,9.67,17506.56,205.0,5432.5,463923.71,,792822.28,RRM 255/MAN-ONY/TR/ONY,INITIATED,,38,0.0,,2025-07-14 16:45:34.846810,,2025-07-16 11:24:34.373114,,,,,,,0,1,False,,MAN-ONY,TR,ONY,GLDU5142570,265075.74,44235.08,,19587.75,,,RRM 255,6802,,,,,463923.71,3.0,blue eye stone ltd,unknown,usd,jebel ali,turkey,tuticorin,2025-07-14 16:45:34.817663,USD,9672000.0,2.739867659222498e-06,49600.0,5432.5,21.199586349534645,7,3,795299.1396070686,792822.28,-2476.859607068589,2476.859607068589,0.0031143748103290097,0
167,14,mastic grey,,,turkey,grey,160.0,100.0,200.0,8.8,ton,3.2,13348.5,150.0,1320.0,117466.8,,283656.67,RRM 73/MAS-GRE/TR/GRY,INITIATED,,122,0.0,,2025-07-17 11:48:04.086702,,2025-07-17 17:37:00.605126,,,,,,,0,1,False,,MAS-GRE,TR,GRY,MEDU131062-8,94616.59,6762.91,52808.25,5194.0,,6808.12,RRM 73,6802,,,,,117466.8,11.0,happy moon stone,unknown,usd,mersin,turkey,tuticorin,2025-07-17 11:48:04.075301,USD,3200000.0,2.7500000000000004e-06,20000.0,1320.0,46.875,7,3,286130.57429947157,283656.67,-2473.9042994715855,2473.9042994715855,0.00864606764072103,0
423,186,marmo yellow,,,unknown,beige,190.0,185.0,288.0,25.93,SQF,10.12,13020.08,150.0,3889.5,337610.6,,654180.65,RRM 153/MARMO/BGE,INITIATED,,296,0.0,,2026-01-06 16:56:38.138063,,2026-01-13 15:53:23.875766,,,,,,,0,1,False,,MARMO,,BGE,MSDU166964-4,279904.83,18577.22,,18088.0,,,RRM 153,6802,,,,,337610.6,36.0,mi stone madencilik sanayi ve tic ltd sti,mehmet mistone,usd,unknown,unknown,unknown,2026-01-06 16:56:38.091577,USD,10123200.0,2.5614430219693376e-06,53280.0,3889.5,14.82213438735178,1,1,651712.7014943078,654180.65,2467.948505692184,2467.948505692184,0.00378686574626126,0
94,7,ice grey,,,turkey,grey,180.0,200.0,280.0,26.78,ton,10.08,17157.24,200.0,5356.0,459470.94,,778788.77,RRM 192/ICE-GRE/TR/GRY,INITIATED,,49,0.0,,2025-07-15 09:38:45.229956,,2025-07-16 11:47:14.404772,,,,,,,0,1,False,,ICE-GRE,TR,GRY,TGHU3234545,263496.47,37089.36,,18732.0,,,RRM 192,6802,,,,,459470.94,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,10080000.0,2.656746031746032e-06,56000.0,5356.0,19.841269841269842,7,3,781253.871071846,778788.77,-2465.101071845973,2465.101071845973,0.003155313737471742,0
107,7,white,,,turkey,white,180.0,190.0,265.0,23.58,ton,9.06,17157.24,200.0,4716.0,404567.76,,685766.35,RRM 199/WHI/TR/WHT,INITIATED,,62,0.0,,2025-07-15 09:38:45.266433,,2025-07-16 11:47:14.409252,,,,,,,0,1,False,,WHI,TR,WHT,CLSU2828216,232010.71,32681.88,,16506.0,,,RRM 199,6802,,,,,404567.76,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,9063000.0,2.6017874875868916e-06,50350.0,4716.0,22.075055187637968,7,3,688193.5275689642,685766.35,-2427.1775689641945,2427.1775689641945,0.0035268822965222758,0
484,189,rgth2,,,turkey,exotic,175.0,185.0,220.0,18.6,SQF,7.12,17032.59,200.0,3720.0,316806.14,,541984.04,RRM 290/RGTH/EXT,INITIATED,,357,0.0,,2026-01-07 09:57:02.047156,,2026-01-13 15:01:03.767759,,,,,,,0,1,False,,RGTH,,EXT,CSLU1240056,181515.29,29886.61,,13776.0,,,RRM 290,6802,,,,,316806.14,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,7122500.0,2.6114426114426118e-06,40700.0,3720.0000000000005,28.089887640449437,1,1,544367.19555638,541984.04,-2383.155556379934,2383.155556379934,0.004377845645059835,0
312,51,brg beige,,,italy,beige,180.0,180.0,310.0,24.5,ton,10.04,16554.6,180.0,4410.0,405587.7,,857848.94,RRM 221/BRG-BEI/IT/BGE,INITIATED,,176,0.0,,2025-08-01 09:28:40.772249,,2025-08-06 09:30:45.946401,,,,,,,0,1,False,,BRG-BEI,IT,BGE,CAIU3392587,290434.34,16828.42,115212.13,16072.0,,13714.35,RRM 221,6802,,,,,405587.7,26.0,zayed marmo srl,unknown,eur,venezia,italy,tuticorin,2025-08-01 09:28:40.719993,EUR,10044000.0,2.439267224213461e-06,55800.0,4410.0,17.928286852589643,8,3,855482.2805743205,857848.94,2366.659425679478,2366.659425679478,0.00276646223939395,0
503,189,rgth2,,,turkey,exotic,145.0,170.0,200.0,13.09,SQF,4.93,17032.59,200.0,2618.0,222956.58,,381450.59,RRM 298A/RGTH/EXT,INITIATED,,376,0.0,,2026-01-07 09:57:02.082114,,2026-01-13 15:01:03.766424,,,,,,,0,1,False,,RGTH,,EXT,FCIU4041522,127743.82,21048.19,,9702.0,,,RRM 298A,6802,,,,,222956.58,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,4930000.0,2.6551724137931034e-06,34000.0,2618.0,40.56795131845842,1,1,383815.06583381764,381450.59,-2364.475833817618,2364.475833817618,0.0061604560224360165,0
571,195,hms 3opc,,,turkey,exotic,145.0,140.0,250.0,13.86,SQF,5.08,15457.09,170.0,2356.2,214235.21,,632072.39,RRM 395/HMS3OPC/EXT,INITIATED,,433,0.0,,2026-01-07 14:05:33.259897,,2026-01-13 12:02:25.917010,,,,,,,0,1,False,,HMS3OPC,,EXT,CAIU6993010,120744.23,25924.32,42289.88,7705.6,,221173.15,RRM 395,6802,,,,,214235.21,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,5075000.0,2.7310344827586206e-06,35000.0,2356.2,33.46456692913386,1,1,629730.7964354933,632072.39,2341.5935645067366,2341.5935645067366,0.0037184040827620514,0
521,191,vanila grey,,,turkey,grey,190.0,170.0,305.0,25.48,SQF,9.85,12847.5,150.0,3822.0,327354.32,,626271.78,RRM 60/VANILA/GRY,INITIATED,,394,0.0,,2026-01-07 11:56:49.991698,,2026-01-13 15:19:53.253672,,,,,,,0,1,False,,VANILA,,GRY,MSNU2107847,262915.27,18239.69,,17762.5,,,RRM 60,6802,,,,,327354.32,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,9851500.0,2.586408161193727e-06,51850.0,3822.0,15.228426395939087,1,1,623938.0836538812,626271.78,2333.6963461188134,2333.6963461188134,0.003740269118455335,0
582,195,hms 3opc,,,turkey,exotic,200.0,100.0,300.0,16.8,SQF,6.0,15457.09,170.0,2856.0,259679.04,,766174.52,RRM 390/HMS3OPC/EXT,INITIATED,,444,0.0,,2026-01-07 14:05:33.275146,,2026-01-13 12:02:25.910003,,,,,,,0,1,False,,HMS3OPC,,EXT,UACU3822240,146356.64,31425.7,51264.19,9340.8,,268108.15,RRM 390,6802,,,,,259679.04,43.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 14:05:33.224548,USD,6000000.0,2.8000000000000003e-06,30000.0,2856.0,28.333333333333332,1,1,768484.5711755763,766174.52,-2310.0511755762855,2310.0511755762855,0.0030059825040371644,0
135,8,silver grey,,,turkey,grey,186.0,109.0,260.0,14.9,ton,5.27,12847.5,150.0,2235.0,191427.75,,459209.2,RRM 29/SIL-GRE/TR/GRY,INITIATED,,90,0.0,,2025-07-16 09:38:09.685827,,2025-07-16 12:24:45.911250,,,,,,,0,1,False,,SIL-GRE,TR,GRY,MSMU2839968,153736.88,10970.39,82009.78,10640.0,,10424.4,RRM 29,6802,,,,,191427.75,5.0,happy moon stone,unknown,usd,izmir,turkey,tuticorin,2025-07-16 09:38:09.611545,USD,5271240.0,2.8266593818532264e-06,28340.0,2235.0,28.462998102466795,7,3,456939.33511849795,459209.2,2269.864881502057,2269.864881502057,0.004967540999536434,0
379,183,rohan grey,,,turkey,grey,180.0,165.0,190.0,14.3,SQF,5.64,13300.5,150.0,2145.0,190197.15,,341744.68,RRM 42/ROH-GRE/GRY,INITIATED,,245,0.0,,2026-01-06 11:33:20.859507,,2026-01-06 11:33:20.859507,,,,,,,0,1,False,,ROH-GRE,,GRY,TCLU2911616,151547.53,,,,,,RRM 42,6802,,,,,190197.15,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,5643000.0,2.53411306042885e-06,31350.0,2145.0,26.595744680851066,1,1,339490.954073411,341744.68,2253.725926588988,2253.725926588988,0.006638544855311949,0
460,187,vera beige,,,turkey,exotic,190.0,100.0,255.0,12.5,SQF,4.85,13272.0,150.0,1875.0,165900.01,,299921.85,RRM 103/VERABEIGE/EXT,INITIATED,,333,0.0,,2026-01-06 17:46:50.251956,,2026-01-06 17:46:50.251956,,,,,,,0,1,False,,VERABEIGE,,EXT,MSDU2506446,134021.84,,,,,,RRM 103,6802,,,,,165900.01,37.0,happy moon stone,raiyan,usd,aliaga,turkey,tuticorin,2026-01-06 17:46:50.204798,USD,4845000.0,2.579979360165119e-06,25500.0,1875.0,30.927835051546396,1,1,302138.0919409116,299921.85,-2216.2419409116264,2216.2419409116264,0.007335195395835926,0
541,191,moon cream,,,turkey,beige,200.0,170.0,280.0,22.87,SQF,9.52,12847.5,150.0,3430.5,293822.34,,562105.44,RRM 83/MOON/BGE,INITIATED,,414,0.0,,2026-01-07 11:56:50.031501,,2026-01-13 15:19:53.258013,,,,,,,0,1,False,,MOON,,BGE,MEDU3610782,235983.99,16363.61,,15935.5,,,RRM 83,6802,,,,,293822.34,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,9520000.0,2.402310924369748e-06,47600.0,3430.5,15.756302521008404,1,1,564255.3599452538,562105.44,-2149.919945253874,2149.919945253874,0.003810189672744035,0
171,14,fallson grey,,,turkey,grey,182.0,165.0,293.0,21.48,ton,8.8,13348.5,150.0,3222.0,286725.78,,692288.03,RRM 59/FALL-GRE/TR/GRY,INITIATED,,126,0.0,,2025-07-17 11:48:04.098888,,2025-07-17 17:37:00.603531,,,,,,,0,1,False,,FALL-GRE,TR,GRY,MSDU131612-2,230950.49,16498.94,128832.19,12671.4,,16609.23,RRM 59,6802,,,,,286725.78,11.0,happy moon stone,unknown,usd,mersin,turkey,tuticorin,2025-07-17 11:48:04.075301,USD,8798790.0,2.4412447620638747e-06,48345.0,3222.0,17.045454545454543,7,3,690231.9933563392,692288.03,2056.03664366086,2056.03664366086,0.002978761725696205,0
488,189,rgth2,,,turkey,exotic,180.0,180.0,205.0,16.97,SQF,6.64,17032.59,200.0,3394.0,289043.02,,494453.51,RRM 295A/RGTH/EXT,INITIATED,,361,0.0,,2026-01-07 09:57:02.055491,,2026-01-13 15:01:03.768154,,,,,,,0,1,False,,RGTH,,EXT,CCLU3686088,165608.3,27244.19,,12558.0,,,RRM 295A,6802,,,,,289043.02,39.0,royal gth dis ticaret ve sanayi limited sirketi,iran - nasim,usd,jebel ali,turkey,tuticorin,2026-01-07 09:57:01.994422,USD,6642000.0,2.5549533273110507e-06,36900.0,3394.0,30.120481927710845,1,1,496508.7886125266,494453.51,-2055.2786125265993,2055.2786125265993,0.004139460689648598,0
141,9,grey & pink,,,turkey,beige,163.0,170.0,300.0,23.82,ton,8.31,12974.57,150.0,3573.0,309054.3,,773519.78,RRM 179/GRE-PINK/TR/BGE,INITIATED,,96,0.0,,2025-07-16 09:43:40.210333,,2025-07-16 15:07:12.844346,,,,,,,0,1,False,,GRE-PINK,TR,BGE,MSNU2495275,255821.53,19758.59,149791.6,16898.0,,22195.76,RRM 179,6802,,,,,309054.3,6.0,mi stone madencilik sanayi ve tic ltd sti,unknown,usd,gemlik,turkey,tuticorin,2025-07-16 09:43:40.206804,USD,8313000.0,2.8653915553951643e-06,51000.0,3573.0,18.050541516245485,7,3,771469.2736372908,773519.78,2050.506362709217,2050.506362709217,0.0026579235658234007,0
531,191,vanila grey,,,turkey,grey,190.0,170.0,290.0,25.87,SQF,9.37,12847.5,150.0,3880.5,332364.85,,635923.7,RRM 67/VANILA/GRY,INITIATED,,404,0.0,,2026-01-07 11:56:50.010567,,2026-01-13 15:19:53.256831,,,,,,,0,1,False,,VANILA,,GRY,MEDU1007928,266939.48,18552.37,,18067.0,,,RRM 67,6802,,,,,332364.85,41.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-07 11:56:49.912612,USD,9367000.0,2.7618234226539984e-06,49300.0,3880.5,16.008537886873,1,1,637965.3085814907,635923.7,-2041.6085814906983,2041.6085814906983,0.0032001874616508445,0
113,7,saturn,,,turkey,white,130.0,105.0,255.0,9.53,ton,3.48,17157.24,200.0,1906.0,163508.52,,277177.5,RRM 208/SAT/TR/WHT,INITIATED,,68,0.0,,2025-07-15 09:38:45.281431,,2025-07-16 11:47:14.411740,,,,,,,0,1,False,,SAT,TR,WHT,CLSU2111950,93768.54,13222.44,,6678.0,,,RRM 208,6802,,,,,163508.52,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,3480750.0,2.7379156790921494e-06,26775.0,1905.9999999999998,57.47126436781609,7,3,279161.56408704456,277177.5,-1984.064087044564,1984.064087044564,0.007107225142304758,0
198,20,feran beige,,,turkey,beige,180.0,170.0,285.0,22.54,ton,8.72,17563.8,200.0,4508.0,395887.95,,662280.31,RRM 312/FRE-BEI/TR/BGE,INITIATED,,153,0.0,,2025-07-18 10:10:45.108794,,2025-07-18 14:11:21.624123,,,,,,,0,1,False,,FRE-BEI,TR,BGE,MEDU2399464,223719.84,12334.81,,15338.4,,14999.31,RRM 312,6802,,,,,395887.95,17.0,chen sein international limited,unknown,usd,jebel ali,turkey,tuticorin,2025-07-18 10:10:45.099836,USD,8721000.0,2.5845659901387456e-06,48450.0,4508.0,22.935779816513758,7,3,664243.2116522753,662280.31,-1962.9016522752354,1962.9016522752354,0.0029550947873334004,0
117,7,eera bronze,,,turkey,exotic,100.0,170.0,220.0,10.35,ton,3.74,17157.24,200.0,2070.0,177577.45,,300941.73,RRM 214/EER-BRO/TR/EXT,INITIATED,,72,0.0,,2025-07-15 09:38:45.292627,,2025-07-16 11:47:14.412942,,,,,,,0,1,False,,EER-BRO,TR,EXT,CLSU2830208,101836.76,14303.52,,7224.0,,,RRM 214,6802,,,,,177577.45,4.0,royal gth dis ticaret ve sanayi limited sirketi,unknown,usd,jebel ali,turkey,tuticorin,2025-07-15 09:38:45.192036,USD,3740000.0,2.767379679144385e-06,37400.0,2070.0,53.475935828877,7,3,302900.3526380923,300941.73,-1958.622638092318,1958.622638092318,0.006466227658811925,0
383,183,ice berdo,,,turkey,beige,180.0,120.0,210.0,11.6,SQF,4.54,13300.5,150.0,1740.0,154285.8,,277219.46,RRM 46A/ICE-BER/BGE,INITIATED,,249,0.0,,2026-01-06 11:33:20.864853,,2026-01-06 11:33:20.864853,,,,,,,0,1,False,,ICE-BER,,BGE,BMOU1621370,122933.66,,,,,,RRM 46A,6802,,,,,154285.8,31.0,happy moon stone,raiyan,usd,mersin,turkey,tuticorin,2026-01-06 11:33:20.822623,USD,4536000.0,2.5573192239858905e-06,25200.0,1740.0,33.03964757709251,1,1,279137.77497482044,277219.46,-1918.314974820416,1918.314974820416,0.006872287260273021,0
